played_at,track_name,duration_ms,track_id,artist_name,artist_id,artist_genres,artist_img,album_name,album_id,album_release_year,album_label,album_img
2025-12-16T18:57:15.896Z,Petenera (En carne viva),248973,3FFRrz5iMWDi8TYAHlY00s,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Coces al Aire 1997-2007,3mfnHHROaUAzdzmTZHI1YQ,2007,WM Spain,https://i.scdn.co/image/ab67616d00001e02b7d326ddc488886674513bba
2025-12-16T19:02:12.235Z,El hijo de la Inés,294165,2kQPIoWbEKuBx3Mb7bx9ea,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,El hijo de la Ines,4kUK8F8ALn529Xqjxc5jOb,2009,WM Spain,https://i.scdn.co/image/ab6742d3000053b751f2b8462aa6f160e3c110f4
2025-12-16T19:06:20.701Z,Me corten la lengua,248026,1AXFb8xKLkOJs8HKwjTWMY,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Las aceras estan llenas de piojos,1HtfVCuNUtMjO9GJ0bXmJ2,2007,DRO/Spain,https://i.scdn.co/image/ab67616d00001e02964dd0077c03a2b8a8e89557
2025-12-16T19:11:29.903Z,Más me duele a mí,279565,7c932uxP8dvgcaMeomkZcU,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Los potros del tiempo,68GUGzRS3pw4OBE9XRrdls,2022,Marea,https://i.scdn.co/image/ab67616d00001e0280050afaed4d4ca0b2921d44
2025-12-16T19:50:29.165Z,El Perro Verde,242560,2pZSeUZ4ysTl6Br7WkTXzT,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Revolcón,0TNHgg6rRxooyCDunvBpMh,2000,El Dromedario Records,https://i.scdn.co/image/ab67616d00001e0291a648706eaf495f212f75c7
2025-12-17T07:29:45.504Z,Sol de invierno,288826,4lawRxdy2Umdo3v8M8pQ1G,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Deltoya,022zIyy4TicgTuuqLco8t8,1992,WM Spain,https://i.scdn.co/image/ab67616d00001e02b0fe164a8c9de1fecce0061b
2025-12-17T07:33:15.490Z,De acero,223733,3bHBZyPLWwpaWPs0waC7Cb,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Deltoya,022zIyy4TicgTuuqLco8t8,1992,WM Spain,https://i.scdn.co/image/ab67616d00001e02b0fe164a8c9de1fecce0061b
2025-12-17T07:36:15.814Z,Última generación,178466,5zbD29eaXdUtJCuUYVr9kH,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Deltoya,022zIyy4TicgTuuqLco8t8,1992,WM Spain,https://i.scdn.co/image/ab67616d00001e02b0fe164a8c9de1fecce0061b
2025-12-17T07:40:15.359Z,Lucha contigo,240373,0sKEo5XLj8s6mCDbwF9W3q,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Deltoya,022zIyy4TicgTuuqLco8t8,1992,WM Spain,https://i.scdn.co/image/ab67616d00001e02b0fe164a8c9de1fecce0061b
2025-12-17T07:45:16.321Z,Con un latido del reloj,224666,0J41HpWfXZbaQaEuarMxul,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Deltoya,022zIyy4TicgTuuqLco8t8,1992,WM Spain,https://i.scdn.co/image/ab67616d00001e02b0fe164a8c9de1fecce0061b
2025-12-17T07:49:15.415Z,Bulerías de la sangre caliente,230360,08E4WfVasPVN2dY2BBp0Fv,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Deltoya,022zIyy4TicgTuuqLco8t8,1992,WM Spain,https://i.scdn.co/image/ab67616d00001e02b0fe164a8c9de1fecce0061b
2025-12-17T07:54:45.367Z,Deltoya,342800,1stH8KZLl4jKpxkO8UD5g8,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Deltoya,022zIyy4TicgTuuqLco8t8,1992,WM Spain,https://i.scdn.co/image/ab67616d00001e02b0fe164a8c9de1fecce0061b
2025-12-17T09:10:18.620Z,Relación convencional,182373,3ByWlPzsFEU9pqClQQZ8tv,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Deltoya,022zIyy4TicgTuuqLco8t8,1992,WM Spain,https://i.scdn.co/image/ab67616d00001e02b0fe164a8c9de1fecce0061b
2025-12-17T09:13:48.786Z,Volando solo,211293,0kRL2V4IhgwrvNpZNBx3jX,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Deltoya,022zIyy4TicgTuuqLco8t8,1992,WM Spain,https://i.scdn.co/image/ab67616d00001e02b0fe164a8c9de1fecce0061b
2025-12-17T09:16:18.834Z,"Ama, ama, ama y ensancha el alma",155200,06ED6YIqNb66Mh6HXjmEa6,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Deltoya,022zIyy4TicgTuuqLco8t8,1992,WM Spain,https://i.scdn.co/image/ab67616d00001e02b0fe164a8c9de1fecce0061b
2025-12-17T09:21:23.078Z,Papel secante,298240,4Os3pcu1jw7HHOKbzoxBhF,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Deltoya,022zIyy4TicgTuuqLco8t8,1992,WM Spain,https://i.scdn.co/image/ab67616d00001e02b0fe164a8c9de1fecce0061b
2025-12-17T09:25:48.625Z,Estado policial,246866,46sMBeUt77IPmT9GCxE5f8,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Deltoya,022zIyy4TicgTuuqLco8t8,1992,WM Spain,https://i.scdn.co/image/ab67616d00001e02b0fe164a8c9de1fecce0061b
2025-12-17T09:26:18.558Z,A fuego,304128,3dTxrZu6i9Fxcwtzn6P59T,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,A fuego,0YbOdc2AhouEOU5v2FXf7s,2002,WM Spain,https://i.scdn.co/image/ab6742d3000053b74e21b8bea9a9ae670983fad4
2025-12-17T09:43:39.141Z,"Villancico del rey de Extremadura - Vaya puta mierda de villancico, colega",183893,5UTsvIUx4iQ8zEtq0bxQdt,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Canciones Prohibidas,5QHJB2blBbAL8BjrD9hrhG,1998,WM Spain,https://i.scdn.co/image/ab67616d00001e020ebf207d528429be0eea1a6e
2025-12-17T09:48:32.384Z,Menamoro,189413,764BxscdO4zfB47SB3e09H,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,"Yo, Minoría Absoluta",3FgvMxabfL5UtlcPzASEhh,2002,DRO/EastWest Spain,https://i.scdn.co/image/ab67616d00001e027d95383aa4544f540f26c513
2025-12-17T11:48:15.446Z,La vieja (Canción sórdida),283493,1utwDyQnj11yZEAab7Uvbc,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,"Yo, Minoría Absoluta",3FgvMxabfL5UtlcPzASEhh,2002,DRO/EastWest Spain,https://i.scdn.co/image/ab67616d00001e027d95383aa4544f540f26c513
2025-12-17T17:12:22.307Z,Entre hormigones,249133,0MKQiU8Iu5J1gb2uhes12R,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Las aceras estan llenas de piojos,1HtfVCuNUtMjO9GJ0bXmJ2,2007,DRO/Spain,https://i.scdn.co/image/ab67616d00001e02964dd0077c03a2b8a8e89557
2025-12-17T17:17:11.414Z,Copla el precipicio,289198,3uVNm8oaq8HkcOD4I0qOJL,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,El azogue,5gMmspNMpOex0s3K2Gg7QY,2019,WM Spain,https://i.scdn.co/image/ab67616d00001e02baa505cb58791d106f113a81
2025-12-17T17:21:35.272Z,Marea - version acustica,261893,39US9jcGnh0M9Hra0zfaZ9,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Jauria de perros verdes. Rarezas,2BDzhOvVKvEMENrJ3l7tFY,2007,WM Spain,https://i.scdn.co/image/ab67616d00001e0289611ac70823db061992264a
2025-12-17T17:25:18.921Z,Paloma que pierde el vuelo,223960,77JwqsijJQh4CtGVsYd3G1,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Jauria de perros verdes. Rarezas,2BDzhOvVKvEMENrJ3l7tFY,2007,WM Spain,https://i.scdn.co/image/ab67616d00001e0289611ac70823db061992264a
2025-12-17T17:30:35.435Z,En las encías,307605,66ovSFGjcv0FUpxGdoQ7tE,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,En las encías,34rBMAOd5lsALnfGir7v7x,2019,WM Spain,https://i.scdn.co/image/ab6742d3000053b721b4637fb26619e14b49bbe8
2025-12-17T17:34:50.721Z,El más sucio de los nombres,248862,5B3cHAAk38cNKEd2JCY73o,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Los potros del tiempo,68GUGzRS3pw4OBE9XRrdls,2022,Marea,https://i.scdn.co/image/ab67616d00001e0280050afaed4d4ca0b2921d44
2025-12-17T17:38:56.866Z,La rueca,244394,7MmbwWzhIQsiVlyn6dAcVN,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,La rueca,3byfnh6HwDrItmunfC7PP1,2004,WM Spain,https://i.scdn.co/image/ab6742d3000053b7b383a42950e0cbbaabf72171
2025-12-17T17:41:43.345Z,Trasegando,166493,0u8gkFg5B2P3YnoBlFypXB,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Coces al Aire 1997-2007,3mfnHHROaUAzdzmTZHI1YQ,2007,WM Spain,https://i.scdn.co/image/ab67616d00001e02b7d326ddc488886674513bba
2025-12-17T17:46:17.241Z,Marea,265226,17s0zVYp4J8YOm6pxBpOir,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,La Patera,567Z7PXaLCXKcEDJXrHvk4,1999,BMG Rights Management and Administration (Spain) S.L.U,https://i.scdn.co/image/ab67616d00001e028e71707d4cc24e9360a89520
2025-12-17T17:50:52.676Z,La vela se apaga,275253,75lCejKxzUDMGNoCfOTheq,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Coces al Aire 1997-2007,3mfnHHROaUAzdzmTZHI1YQ,2007,WM Spain,https://i.scdn.co/image/ab67616d00001e02b7d326ddc488886674513bba
2025-12-17T17:55:30.502Z,Venas con humo y palabras,276173,3AbQd1WdBGsm0DTDzn4th8,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Besos de Perro,3ZaBh55fphLCCkgYdsWMyz,2002,DRO/Spain,https://i.scdn.co/image/ab67616d00001e0251075735673e5526a11a8697
2025-12-17T18:00:08.829Z,La majada,257130,3J6nFXsHNE5AHdVtkl9Jc2,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,La majada,7MwqkQCSKXRjpc2qOuzM94,2011,WM Spain,https://i.scdn.co/image/ab6742d3000053b77c43bc01538cc814623e3484
2025-12-17T18:03:21.192Z,"La sangre, los polvos, los muertos",192093,6sGqbokl2GiTx0QbpWUpcN,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Jauria de perros verdes. Rarezas,2BDzhOvVKvEMENrJ3l7tFY,2007,WM Spain,https://i.scdn.co/image/ab67616d00001e0289611ac70823db061992264a
2025-12-17T18:08:54.140Z,A caballo,331866,7iN7eWexCfX7jlHNz9Lncn,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Coces al Aire 1997-2007,3mfnHHROaUAzdzmTZHI1YQ,2007,WM Spain,https://i.scdn.co/image/ab67616d00001e02b7d326ddc488886674513bba
2025-12-17T18:12:26.509Z,Lo habido,211541,5zExylH9x3aPmjnM62RCPY,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Los potros del tiempo,68GUGzRS3pw4OBE9XRrdls,2022,Marea,https://i.scdn.co/image/ab67616d00001e0280050afaed4d4ca0b2921d44
2025-12-17T18:16:21.584Z,Como el viento de poniente,222986,0EvGveYzI4ITuYpgDoACVg,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Besos de Perro,3ZaBh55fphLCCkgYdsWMyz,2002,DRO/Spain,https://i.scdn.co/image/ab67616d00001e0251075735673e5526a11a8697
2025-12-17T18:22:16.138Z,Corazon de mimbre,337666,6ScI1xf3RszISXvLGmitY3,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Coces al Aire 1997-2007,3mfnHHROaUAzdzmTZHI1YQ,2007,WM Spain,https://i.scdn.co/image/ab67616d00001e02b7d326ddc488886674513bba
2025-12-17T18:26:26.905Z,Otra cicatriz,265843,689Zn4EDoqewvxzwkLUi4s,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Los potros del tiempo,68GUGzRS3pw4OBE9XRrdls,2022,Marea,https://i.scdn.co/image/ab67616d00001e0280050afaed4d4ca0b2921d44
2025-12-17T18:29:04.116Z,Los mismos clavos,153586,08k04omOA9eLR7VEso3JcS,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Coces al Aire 1997-2007,3mfnHHROaUAzdzmTZHI1YQ,2007,WM Spain,https://i.scdn.co/image/ab67616d00001e02b7d326ddc488886674513bba
2025-12-17T18:32:41.481Z,Se acaba el baile,219522,4bwbLVXMrKVlkN9mtkmQ5Z,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Los potros del tiempo,68GUGzRS3pw4OBE9XRrdls,2022,Marea,https://i.scdn.co/image/ab67616d00001e0280050afaed4d4ca0b2921d44
2025-12-17T18:36:47.165Z,Plomo en los bolsillos,244560,5qjTJwXfIJ66CRVmjg7LF8,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,En mi hambre mando yo,717aoI4uK9815av6Mvm2Ln,2011,WM Spain,https://i.scdn.co/image/ab67616d00001e024b7e401c31bfdbebb087ddf6
2025-12-17T19:00:10.218Z,El hijo de la Inés,294165,2kQPIoWbEKuBx3Mb7bx9ea,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,El hijo de la Ines,4kUK8F8ALn529Xqjxc5jOb,2009,WM Spain,https://i.scdn.co/image/ab6742d3000053b751f2b8462aa6f160e3c110f4
2025-12-17T19:04:27.338Z,Romance de José Etxailarena,254426,1dBxChBvx29iybmf8K25mn,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Coces al Aire 1997-2007,3mfnHHROaUAzdzmTZHI1YQ,2007,WM Spain,https://i.scdn.co/image/ab67616d00001e02b7d326ddc488886674513bba
2025-12-17T19:08:55.769Z,Cada noche,284426,0Tm13R4EiRLY46ADqq3vqn,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Jauria de perros verdes. Rarezas,2BDzhOvVKvEMENrJ3l7tFY,2007,WM Spain,https://i.scdn.co/image/ab67616d00001e0289611ac70823db061992264a
2025-12-17T19:13:27.867Z,Ojalá me quieras libre,256613,2fQKeRsQWnK0KOIlIRyjOo,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,En mi hambre mando yo,717aoI4uK9815av6Mvm2Ln,2011,WM Spain,https://i.scdn.co/image/ab67616d00001e024b7e401c31bfdbebb087ddf6
2025-12-17T19:17:25.969Z,Alfileres,199453,4cxiM6DtQUcSaAQlwgooXD,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Besos de Perro,3ZaBh55fphLCCkgYdsWMyz,2002,DRO/Spain,https://i.scdn.co/image/ab67616d00001e0251075735673e5526a11a8697
2025-12-17T19:20:55.453Z,Canto de Tierra Seca II,206253,7cvAlUMMYSAdA5uI13aChx,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Revolcón,0TNHgg6rRxooyCDunvBpMh,2000,El Dromedario Records,https://i.scdn.co/image/ab67616d00001e0291a648706eaf495f212f75c7
2025-12-17T19:23:55.795Z,Eutsi goiari,183146,0BLQ6J8sD1oGU9aX7rK4nn,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Jauria de perros verdes. Rarezas,2BDzhOvVKvEMENrJ3l7tFY,2007,WM Spain,https://i.scdn.co/image/ab67616d00001e0289611ac70823db061992264a
2025-12-17T19:28:55.664Z,Que se joda el viento,305253,35RZlC2of95tgErjy8BtVx,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,28.000 puñaladas,2yMi2lDSI8eZ3GND3TBirR,2004,DRO/EastWest Spain,https://i.scdn.co/image/ab67616d00001e0256be8f9dab23937870ac6684
2025-12-17T19:32:55.728Z,Crazy Like a Fox,257053,2tzx1EQFR9NBfjQ9aKhSRj,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Jauria de perros verdes. Rarezas,2BDzhOvVKvEMENrJ3l7tFY,2007,WM Spain,https://i.scdn.co/image/ab67616d00001e0289611ac70823db061992264a
2025-12-17T19:37:25.722Z,Las últimas habitaciones,218226,6GMmXBFsvRiVfPLcQTZbTu,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,En mi hambre mando yo,717aoI4uK9815av6Mvm2Ln,2011,WM Spain,https://i.scdn.co/image/ab67616d00001e024b7e401c31bfdbebb087ddf6
2025-12-17T19:41:55.783Z,Con la camisa rota,285879,4DZC2ovMLaFZlzPgW9Cb5F,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,28.000 puñaladas,2yMi2lDSI8eZ3GND3TBirR,2004,DRO/EastWest Spain,https://i.scdn.co/image/ab67616d00001e0256be8f9dab23937870ac6684
2025-12-18T00:42:42.827Z,Nuestra fosa,273865,0RliA7RoySB8k5Oa411Ujq,Marea,5EBH204cwRkvAWknwTAjCQ,,https://i.scdn.co/image/ab676161000051741d240f8776c5c67c12de5cfe,Los potros del tiempo,68GUGzRS3pw4OBE9XRrdls,2022,Marea,https://i.scdn.co/image/ab67616d00001e0280050afaed4d4ca0b2921d44
2025-12-18T12:56:06.265Z,El duende del parque,260306,0ChrQvR5tXI4svUaL48jqy,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Dónde Están Mis Amigos,03L4vb7pXkv4UCTyniPGh7,1993,WM Spain,https://i.scdn.co/image/ab67616d00001e02a50b85c857e21bf1d07529fa
2025-12-18T12:59:06.143Z,No me calientes que me hundo,172626,0O9cZd7DcqCM6ImNJwBl16,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Dónde Están Mis Amigos,03L4vb7pXkv4UCTyniPGh7,1993,WM Spain,https://i.scdn.co/image/ab67616d00001e02a50b85c857e21bf1d07529fa
2025-12-18T13:02:36.327Z,Sin dios ni amo,230840,757DDsFiOCwT6i20fKJl3h,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Dónde Están Mis Amigos,03L4vb7pXkv4UCTyniPGh7,1993,WM Spain,https://i.scdn.co/image/ab67616d00001e02a50b85c857e21bf1d07529fa
2025-12-18T13:07:06.074Z,Pepe Botika - Dónde están mis amigos,255333,1YhF0pq2t8QU43TvCJGVO6,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Dónde Están Mis Amigos,03L4vb7pXkv4UCTyniPGh7,1993,WM Spain,https://i.scdn.co/image/ab67616d00001e02a50b85c857e21bf1d07529fa
2025-12-18T13:12:09.253Z,Estoy muy bien,211160,41MG5Jm4Yxy72auNsZFKbj,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Dónde Están Mis Amigos,03L4vb7pXkv4UCTyniPGh7,1993,WM Spain,https://i.scdn.co/image/ab67616d00001e02a50b85c857e21bf1d07529fa
2025-12-18T13:13:38.770Z,Bri bri bli bli - En el más sucio rincón de mi negro corazón,196640,1RcQwCxVWX8UkRbsGJzIf1,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Dónde Están Mis Amigos,03L4vb7pXkv4UCTyniPGh7,1993,WM Spain,https://i.scdn.co/image/ab67616d00001e02a50b85c857e21bf1d07529fa
2025-12-18T13:17:06.369Z,Malos pensamientos,194026,6EjKYTvWCqaL7p6fKgtYxU,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Dónde Están Mis Amigos,03L4vb7pXkv4UCTyniPGh7,1993,WM Spain,https://i.scdn.co/image/ab67616d00001e02a50b85c857e21bf1d07529fa
2025-12-18T13:19:36.440Z,Posado en un nenúfar,142706,7qTKa7NccTarWNcdWC02Fx,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Dónde Están Mis Amigos,03L4vb7pXkv4UCTyniPGh7,1993,WM Spain,https://i.scdn.co/image/ab67616d00001e02a50b85c857e21bf1d07529fa
2025-12-18T13:23:48.646Z,Islero shirlero o ladrón,259733,3tY23z4pthXFgjd7qrIVIJ,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Dónde Están Mis Amigos,03L4vb7pXkv4UCTyniPGh7,1993,WM Spain,https://i.scdn.co/image/ab67616d00001e02a50b85c857e21bf1d07529fa
2025-12-18T13:26:06.040Z,Historias prohibidas (Nos tiramos a joder),148666,6Dg36OfFBBZhvWUmI9Ck61,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Dónde Están Mis Amigos,03L4vb7pXkv4UCTyniPGh7,1993,WM Spain,https://i.scdn.co/image/ab67616d00001e02a50b85c857e21bf1d07529fa
2025-12-18T13:29:06.005Z,Los tengo todos,177960,34uk1gSxF411ra83bINKAW,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Dónde Están Mis Amigos,03L4vb7pXkv4UCTyniPGh7,1993,WM Spain,https://i.scdn.co/image/ab67616d00001e02a50b85c857e21bf1d07529fa
2025-12-18T13:32:36.871Z,Te juzgarán sólo por tus errores (Yo no),179533,2gvrpJthDEAS5WP9T5jqbh,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Rock Transgresivo,4f7hfg6zPldUQf9DY4ihqq,1989,WM Spain,https://i.scdn.co/image/ab67616d00001e029c8e10eba0904524f161f872
2025-12-18T13:35:07.828Z,Caballero andante (¡¡¡No me dejeis así!!!),152933,6dOJwGC4BafqUPV7GRtxsD,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Rock Transgresivo,4f7hfg6zPldUQf9DY4ihqq,1989,WM Spain,https://i.scdn.co/image/ab67616d00001e029c8e10eba0904524f161f872
2025-12-18T13:38:35.950Z,Extremaydura - Versión 2004,206093,19QNbzq1ZJVjulBzEm5F9p,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Rock Transgresivo,4f7hfg6zPldUQf9DY4ihqq,1989,WM Spain,https://i.scdn.co/image/ab67616d00001e029c8e10eba0904524f161f872
2025-12-18T18:21:05.136Z,Locura transitoria,494773,6DWAOntbxkpsgKs9iJDEhW,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Para todos los públicos,75NdpQFqXPKVRJn8bqEADO,2013,WM Spain,https://i.scdn.co/image/ab67616d00001e02821ade3ac1a19d176e6167be
2025-12-18T18:25:11.872Z,Entre interiores,246986,45s59rclRvHgjKxR6G8oj3,Extremoduro,3bgsNtcf5d5h9jbQbohfBK,,https://i.scdn.co/image/ab6761610000517412434039f9760438626cf90b,Para todos los públicos,75NdpQFqXPKVRJn8bqEADO,2013,WM Spain,https://i.scdn.co/image/ab67616d00001e02821ade3ac1a19d176e6167be
